server04,eu-central-1,1718871725733,2
server04,us-west-2,1718871781879,7
server01,us-west-2,1718871862102,3
server03,us-west-2,1718871870125,0
server01,eu-west-1,1718871886186,7
server02,eu-central-1,1718871942333,0
server03,eu-west-1,1718871990474,5
server01,eu-central-1,1718872086723,9
server04,us-east-1,1718872142865,6
server04,us-west-2,1718872158902,5
server04,eu-central-1,1718872190992,7
server01,eu-central-1,1718872279222,0
server02,us-west-2,1718872359431,0
server02,eu-central-1,1718872383488,0
server03,eu-west-1,1718872423589,0
server02,eu-central-1,1718872447648,6
server01,us-east-1,1718872471706,8
server01,us-east-1,1718872511809,6
server04,us-west-2,1718872551914,7
server03,us-west-2,1718872608085,6
server01,eu-west-1,1718872624126,2
server01,us-west-2,1718872640164,9
server02,eu-west-1,1718872704333,3
server01,us-west-2,1718872728394,2
server02,eu-west-1,1718872792572,4
server04,eu-west-1,1718872848712,4
server04,us-west-2,1718872872771,7
server02,us-west-2,1718872880790,7
server03,us-east-1,1718872912871,3
server03,eu-west-1,1718872920891,3
server04,us-east-1,1718873017139,8
server03,us-east-1,1718873033189,7
server04,us-east-1,1718873041209,4
server03,eu-west-1,1718873065267,6
server04,eu-central-1,1718873097348,0
server01,us-west-2,1718873113389,4
server03,us-east-1,1718873161507,2
server01,eu-central-1,1718873241706,5
server03,eu-west-1,1718873313886,7
server01,eu-west-1,1718873337944,9
server03,us-west-2,1718873345966,8
server03,us-west-2,1718873353984,6
server04,us-west-2,1718873410142,7
server03,us-east-1,1718873418165,4
server02,eu-west-1,1718873474302,5
server02,eu-central-1,1718873498363,6
server01,eu-west-1,1718873514401,4
server01,us-east-1,1718873610651,5
server01,eu-west-1,1718873703886,6
server04,eu-central-1,1718873711907,2
server04,eu-west-1,1718873735968,5
server04,us-west-2,1718873752006,7
server01,eu-central-1,1718873760025,5
server01,us-west-2,1718873872315,6
server04,eu-west-1,1718873880335,4
server01,us-west-2,1718873904394,2
server03,us-west-2,1718873920434,4
server01,us-east-1,1718873928454,6
server02,eu-west-1,1718873992614,1
server03,us-west-2,1718874008657,8
server04,us-east-1,1718874193179,8
server02,eu-central-1,1718874217240,4
server04,eu-west-1,1718874225261,0
server02,us-west-2,1718874273400,0
server02,us-east-1,1718874281419,4
server01,us-west-2,1718874313511,7
server03,eu-west-1,1718874321529,0
server04,eu-central-1,1718874337568,6
server04,us-east-1,1718874417767,2
server01,eu-central-1,1718874449845,5
server04,eu-central-1,1718874578164,8
server04,us-east-1,1718874602224,6
server01,eu-west-1,1718874610244,1
server02,eu-west-1,1718874650342,2
server02,eu-west-1,1718874690442,4
server02,eu-central-1,1718875255925,5
server01,eu-central-1,1718875279984,1
server03,eu-central-1,1718875376221,1
server03,eu-central-1,1718875659362,0
server04,us-east-1,1718875739572,5
server04,eu-west-1,1718875936477,2
server03,eu-central-1,1718875968562,1
server02,eu-central-1,1718875976593,0
server01,eu-central-1,1718876080890,4
server01,eu-west-1,1718876153069,6
server01,us-east-1,1718876185150,1
server01,eu-west-1,1718876223664,8
server02,eu-west-1,1718876271792,5
server02,us-east-1,1718876279814,5
server02,eu-west-1,1718876287835,5
server01,us-west-2,1718876343974,1
server03,eu-central-1,1718876352002,9
server03,us-east-1,1718876369817,0
server02,eu-west-1,1718876409937,7
server02,eu-west-1,1718876490135,0
server03,eu-west-1,1718876642527,3
server02,us-east-1,1718876778887,3
server02,eu-central-1,1718876786916,7
server04,eu-west-1,1718876827010,5
server02,us-west-2,1718876867121,2
server01,us-east-1,1718876939305,7
server01,us-west-2,1718876971379,5
server02,us-east-1,1718877059599,6
server04,us-east-1,1718877075640,6
server02,eu-central-1,1718877083658,4
server02,us-west-2,1718877147817,1
server01,eu-central-1,1718877179916,3
server03,us-west-2,1718877203976,4
server02,us-east-1,1718877268154,5
server01,us-east-1,1718877348353,5
server01,us-west-2,1718877356374,9
server02,us-west-2,1718877372413,0
server04,us-west-2,1718877420532,5
server04,eu-west-1,1718877436572,4
server03,eu-west-1,1718877452611,2
server04,us-west-2,1718877460632,8
server01,us-east-1,1718877492720,1
server02,us-west-2,1718877516789,8
server02,eu-central-1,1718877540852,0
server03,eu-central-1,1718877556888,2
server01,us-west-2,1718877588970,7
server02,us-east-1,1718877621050,9
server04,eu-central-1,1718877629068,4
server02,eu-west-1,1718877677188,7
server04,us-east-1,1718877693227,3
server01,us-west-2,1718877781457,6
server03,eu-central-1,1718877789476,1
server02,us-west-2,1718877813547,4
